item_id,post_id,actual_topic,text_no_stopwords,model,dominant_latent_topic,dominant_topic_probability,latent_topic_0_prob,latent_topic_1_prob,latent_topic_2_prob,latent_topic_3_prob
65,45422816,Artificial Intelligence,chatgpt pulse solves,nmf,2,0.013238,0.0,0.013172,0.013238,0.006869
66,45422225,Artificial Intelligence,sounds bit similar chatgpt pulse,nmf,1,0.028492,0.00118,0.028492,0.009375,0.005162
67,45421206,Artificial Intelligence,fact remains chatgpt did claude did,nmf,2,0.01763,0.001172,0.00846,0.01763,0.005018
68,45416172,Artificial Intelligence,curious chatgpt5 chatgpt5 codex,nmf,2,0.000409,0.0,0.00032,0.000409,0.000234
69,45411073,Artificial Intelligence,chatgpt invent love creativity,nmf,2,0.015494,0.0,0.013687,0.015494,0.012241
70,45421135,Artificial Intelligence,thought openai campaigned real hard,nmf,2,0.018655,0.0,0.004917,0.018655,0.00859
71,45400284,Artificial Intelligence,seven op referred openai anthropic,nmf,2,0.008321,1e-06,0.006084,0.008321,0.005753
72,45400204,Artificial Intelligence,openai anthropic day job,nmf,2,0.009824,0.0,0.0068,0.009824,0.006074
73,45398258,Artificial Intelligence,ironic crawler openai,nmf,2,0.012665,0.0,0.007298,0.012665,0.007884
74,45375856,Artificial Intelligence,watch meta openai going eat lunch,nmf,3,0.014639,0.0,0.005621,0.006907,0.014639
75,44800370,Artificial Intelligence,gpt oss models reportedly hosted huggingface,nmf,1,0.017826,0.0,0.017826,0.00041,0.000654
76,45365864,Artificial Intelligence,doesn zama homomorphic machine learning product,nmf,1,0.239155,0.0,0.239155,0.0,0.0
77,45197881,Artificial Intelligence,means exactly machine learning researcher,nmf,1,0.190925,0.0,0.190925,0.0,0.0
78,45178989,Artificial Intelligence,eda chip design uses machine learning,nmf,1,0.20991,0.0,0.20991,0.0,0.0
79,44970346,Artificial Intelligence,context sharing heuristic transformers machine learning promising,nmf,1,0.213142,0.0,0.213142,0.0,0.0
80,44851673,Artificial Intelligence,positronic neural network outperforms machine learning used today headduck,nmf,1,0.196494,0.0,0.196494,0.0,0.0
81,44851461,Artificial Intelligence,machine learning street talk interview team,nmf,1,0.218808,0.0,0.218808,0.0,0.0
82,44723447,Artificial Intelligence,machine learning 20 programming 30 math 50 demon summoning,nmf,1,0.1588,0.0,0.1588,0.0,0.0
83,44425382,Artificial Intelligence,kind chatgpt psychosis,nmf,1,0.020921,0.0,0.020921,0.017626,0.013853
84,44417064,Artificial Intelligence,think chatgpt got information,nmf,1,0.018261,0.001332,0.018261,0.018141,0.015337
85,44415378,Artificial Intelligence,pushing pure chatgpt authored blog posts,nmf,1,0.015784,0.0,0.015784,0.009201,0.004787
86,44406376,Artificial Intelligence,feel like article written chatgpt,nmf,1,0.024037,0.005698,0.024037,0.014312,0.011754
87,44399707,Artificial Intelligence,discussion chatgpt enterprise success copilot fuels openai microsoft rivalry,nmf,2,0.085008,0.000603,0.008594,0.085008,0.005826
88,44397874,Artificial Intelligence,big fan deferring morality chatgpt ai,nmf,1,0.046408,0.001352,0.046408,0.010699,0.004006
89,44384224,Artificial Intelligence,link adrafinil utm source chatgpt com,nmf,2,0.01615,0.0,0.008354,0.01615,0.004199
90,44379906,Artificial Intelligence,believe talking openai api chatgpt,nmf,2,0.018693,0.005524,0.018133,0.018693,0.017554
91,44419960,Artificial Intelligence,open does mean open source anymore thanks openai,nmf,2,0.018676,0.0,0.012831,0.018676,0.00835
92,44403801,Artificial Intelligence,deepseek published thinking trace openai did,nmf,2,0.014816,0.0,0.006603,0.014816,0.006586
93,44403237,Artificial Intelligence,difficulties accessing openai data provider,nmf,1,0.015278,4.3e-05,0.015278,0.010434,0.007651
94,44398204,Artificial Intelligence,corporations really comfortable dumping data files openai,nmf,1,0.009948,4.2e-05,0.009948,0.007886,0.005404
95,44384052,Artificial Intelligence,don claude open ai models,nmf,1,0.053797,0.004412,0.053797,0.006718,0.009944
96,44384049,Artificial Intelligence,idea openai execution failed let anthropic attempt,nmf,2,0.010768,0.0,0.005246,0.010768,0.007619
97,43741101,Artificial Intelligence,refuse use ai artificial intelligence enables encourages natural stupidity,nmf,1,0.04077,0.003413,0.04077,0.004017,0.000736
98,44227189,Artificial Intelligence,search large language model instead llm,nmf,1,0.013207,0.000672,0.013207,0.005104,0.000209
99,44418102,Artificial Intelligence,thankfully satellites machine learning dark days,nmf,1,0.215501,0.0,0.215501,0.0,0.0
100,44364976,Artificial Intelligence,opt sync self hosted server machine learning probably similar,nmf,1,0.151887,0.00108,0.151887,0.0,0.0
101,44309408,Artificial Intelligence,zero yurts mongolia using machine learning,nmf,1,0.258207,0.0,0.258207,0.0,0.0
102,44276415,Artificial Intelligence,entirety machine learning fits just,nmf,1,0.347705,0.004081,0.347705,0.0,0.0
103,44095286,Artificial Intelligence,similar repo machine learning ai,nmf,1,0.303758,0.0,0.303758,0.0,0.0
104,44085871,Artificial Intelligence,zealous autoconfig learning captcha,nmf,1,0.306177,0.0,0.306177,0.0,0.0
105,44075459,Artificial Intelligence,generalization formal concept machine learning measurable,nmf,1,0.268868,0.0,0.268868,0.0,0.0
106,44029009,Artificial Intelligence,works using machine learning thebtopic,nmf,1,0.242524,0.0,0.242524,4e-05,0.0
107,43540791,Artificial Intelligence,article says chatgpt doesn include users api,nmf,1,0.017863,0.004758,0.017863,0.011733,0.004287
108,43538532,Artificial Intelligence,chinese unable visit chatgpt,nmf,2,0.015995,0.0,0.013189,0.015995,0.007346
109,43534845,Artificial Intelligence,building quickest ai chrome extension 700k downloads,nmf,1,0.032921,0.001358,0.032921,0.004175,0.0
110,43523937,Artificial Intelligence,don ask chatgpt,nmf,3,0.019644,0.004061,0.014011,0.01585,0.019644
111,43511008,Artificial Intelligence,pay chatgpt pay,nmf,2,0.008331,0.0,0.007479,0.008331,0.004352
112,43506960,Artificial Intelligence,emdashes rise thanks people copying pasting chatgpt,nmf,2,0.016173,0.003724,0.013644,0.016173,0.010768
113,43502563,Artificial Intelligence,people said chatgpt released,nmf,2,0.021254,0.002856,0.010228,0.021254,0.008033
114,43539535,Artificial Intelligence,don believe openai provides premise serving,nmf,3,0.028248,0.008684,0.008719,0.013009,0.028248
115,43524234,Artificial Intelligence,wrong openai customer noncompete,nmf,3,0.014098,0.008479,0.007895,0.01118,0.014098
116,43518664,Artificial Intelligence,feel comfortable uploading family images openai servers,nmf,2,0.006375,2.9e-05,0.004628,0.006375,0.004275
117,43516422,Artificial Intelligence,line openai 157b anthropic 61b,nmf,2,0.009745,0.0,0.007078,0.009745,0.006986
118,43511245,Artificial Intelligence,sam altman doesn openai reddit lol,nmf,3,0.018103,0.002161,0.014169,0.010943,0.018103
119,43507222,Artificial Intelligence,anthropic doing open ai work ghibli ai images company,nmf,1,0.052248,0.001933,0.052248,0.005602,0.0
120,43490774,Artificial Intelligence,openai making announcements good,nmf,3,0.024873,0.007446,0.011515,0.018132,0.024873
121,43489492,Artificial Intelligence,openai wrong tool thing,nmf,3,0.020313,0.007699,0.007503,0.00806,0.020313
122,43055324,Artificial Intelligence,coverage meta plans investments ai driven humanoid robots,nmf,1,0.037915,0.0013,0.037915,0.001117,0.0
123,42889554,Artificial Intelligence,small llm means small large language model,nmf,1,0.012849,0.000533,0.012849,0.000107,0.000399
124,43538240,Artificial Intelligence,ai prompt engineering machine learning,nmf,1,0.280869,0.000834,0.280869,0.0,0.0
125,43411257,Artificial Intelligence,machine learning pro version prejudice,nmf,1,0.227517,0.0,0.227517,0.0,0.0
126,43321983,Artificial Intelligence,kevin murphy racing rename probabilistic machine learning series,nmf,1,0.211647,0.0,0.211647,0.0,0.0
127,43317314,Artificial Intelligence,especially ai machine learning stack experts,nmf,1,0.248293,0.0006,0.248293,0.0,0.0
128,43244871,Artificial Intelligence,profile guided optimization profiles machine learning approach,nmf,1,0.272707,0.0,0.272707,0.0,0.0
129,43177980,Artificial Intelligence,statistical regression machine learning,nmf,1,0.268872,0.0,0.268872,0.0,0.0
130,43164870,Artificial Intelligence,implemented sort machine learning,nmf,1,0.265228,0.001961,0.265228,0.0,0.0
131,42559688,Artificial Intelligence,deepseek like lots models trained using chatgpt input output pairs,nmf,1,0.042184,0.002067,0.042184,0.01598,0.009293
132,42548116,Artificial Intelligence,chatgpt generate lists use cases,nmf,2,0.022092,0.0,0.021018,0.022092,0.011633
133,42546904,Artificial Intelligence,facebook chatgpt opposite kinds products,nmf,1,0.015186,0.0,0.015186,0.015104,0.008203
134,42544502,Artificial Intelligence,pay chatgpt teams easier better,nmf,2,0.020945,0.001174,0.009742,0.020945,0.012691
135,42561466,Artificial Intelligence,makes wonder openai moat,nmf,2,0.008981,0.0,0.005424,0.008981,0.006076
136,42551167,Artificial Intelligence,zero faith openai respects attempts block scrapers,nmf,1,0.01657,0.0,0.01657,0.008506,0.006443
137,42545494,Artificial Intelligence,sorry does openai tech moat,nmf,2,0.015614,0.001377,0.014221,0.015614,0.012835
138,42536219,Artificial Intelligence,wrong openai working conditions,nmf,3,0.009173,0.005222,0.005439,0.007718,0.009173
139,42536143,Artificial Intelligence,gov bed openai,nmf,2,0.022021,6e-06,0.015747,0.022021,0.016916
140,42536121,Artificial Intelligence,hope seriously investigate openai working conditions,nmf,2,0.007712,8.2e-05,0.005814,0.007712,0.005938
141,42529485,Artificial Intelligence,ms preparing fallback plan openai,nmf,2,0.010136,0.0,0.005731,0.010136,0.00607
142,42526100,Artificial Intelligence,o1 o3 new models openai,nmf,1,0.026619,0.0,0.026619,0.017902,0.011979
143,42480012,Artificial Intelligence,llm large language model language,nmf,1,0.016372,0.000672,0.016372,0.0,0.00025
144,42363586,Artificial Intelligence,machine learning solutions somewhat similar self modifying code,nmf,1,0.166084,0.001718,0.166084,0.0,0.0
145,42345948,Artificial Intelligence,lora low rank adaptation technique efficiently finetuning machine learning models,nmf,1,0.2596,0.0,0.2596,0.0,0.000267
146,42322121,Artificial Intelligence,machine learning ai subset definition,nmf,1,0.245635,0.0,0.245635,0.0,0.0
147,42280984,Artificial Intelligence,congratulations machine learning communities online,nmf,1,0.216829,0.0,0.216829,0.0,0.0
148,42256754,Artificial Intelligence,machine learning equal human infant development stop,nmf,1,0.215893,0.001425,0.215893,0.0,0.0
149,42155892,Artificial Intelligence,sounds like failure mode machine learning,nmf,1,0.207774,0.001741,0.207774,0.0,0.003476
150,42150649,Artificial Intelligence,used youtube api machine learning,nmf,1,0.24081,0.0,0.24081,0.0,0.0
151,41702096,Artificial Intelligence,exactly feed apology chatgpt ask,nmf,1,0.01763,0.0,0.01763,0.01367,0.006309
152,41697025,Artificial Intelligence,really citing chatgpt comments,nmf,3,0.012118,0.0,0.010933,0.011485,0.012118
153,41693058,Artificial Intelligence,summary site looks like chatgpt,nmf,1,0.029142,0.001965,0.029142,0.017237,0.02017
154,41692479,Artificial Intelligence,openai coo says chatgpt passed 11 million paying subscribers,nmf,2,0.01535,0.0,0.012554,0.01535,0.011069
155,41691802,Artificial Intelligence,chatgpt verilog analysis debugging generation,nmf,2,0.015813,0.0,0.0134,0.015813,0.004844
156,41684910,Artificial Intelligence,chatgpt search engine,nmf,2,0.015719,0.0,0.0139,0.015719,0.00746
157,41677984,Artificial Intelligence,ummm played chatgpt new voice mode,nmf,2,0.019353,0.0,0.015644,0.019353,0.00966
158,41701192,Artificial Intelligence,just taking guess openai wanted trillion valuation,nmf,1,0.018607,0.005062,0.018607,0.016749,0.014234
159,41692438,Artificial Intelligence,openai 10m paying customers according,nmf,2,0.00836,0.0,0.008173,0.00836,0.006338
160,41685831,Artificial Intelligence,openai promised remain open forever,nmf,2,0.015193,0.0,0.013587,0.015193,0.009425
161,41684990,Artificial Intelligence,gpt4o unrealistic scale openai isn making profit running,nmf,3,0.014348,0.004854,0.005778,0.011199,0.014348
162,41682467,Artificial Intelligence,nvidia triton predates openai years,nmf,3,0.019989,0.0,0.009054,0.007822,0.019989
163,41677914,Artificial Intelligence,deepmind producing science vapourware openai changing world,nmf,3,0.012639,0.005078,0.008042,0.009536,0.012639
164,41673789,Artificial Intelligence,openai left,nmf,2,0.022021,6e-06,0.015747,0.022021,0.016916
165,41682067,Artificial Intelligence,machine learning people thing triton challenge impossible,nmf,1,0.175925,0.002493,0.175925,0.0,0.003495
166,41624919,Artificial Intelligence,like machine learning street talk discord server,nmf,1,0.193791,0.0,0.193791,0.0,0.001562
167,41438315,Artificial Intelligence,austin texas python data analysis machine learning,nmf,1,0.212289,0.0,0.212289,0.0,0.0
168,41230072,Artificial Intelligence,kind ai machine learning used,nmf,1,0.261245,0.0,0.261245,0.0,0.0
169,41203134,Artificial Intelligence,does work data science machine learning,nmf,1,0.21256,0.000805,0.21256,0.001302,0.004996
170,41065134,Artificial Intelligence,academic outcomes resist machine learning,nmf,1,0.422955,0.0,0.422955,0.0,0.0
171,40841166,Artificial Intelligence,chatgpt good replacement seo experts,nmf,1,0.021922,0.003905,0.021922,0.017765,0.01211
172,40839264,Artificial Intelligence,did asked chatgpt lol,nmf,3,0.017999,0.0,0.010388,0.017686,0.017999
173,40813371,Artificial Intelligence,hopefully quality translations improve deepl chatgpt,nmf,2,0.013216,0.0,0.012964,0.013216,0.006868
174,40810145,Artificial Intelligence,contra chatgpt characterization mohammedanism submission xhaxha,nmf,2,0.02678,0.0,0.025834,0.02678,0.013987
175,40807992,Artificial Intelligence,chatgpt says capacity pro think,nmf,2,0.019782,0.001402,0.016289,0.019782,0.009285
176,40796141,Artificial Intelligence,100 asked chatgpt write comment,nmf,2,0.009357,0.0,0.008163,0.009357,0.005049
177,40774885,Artificial Intelligence,tired posts written chatgpt,nmf,1,0.01247,0.0,0.01247,0.012038,0.006564
178,40765626,Artificial Intelligence,chatgpt run away cat,nmf,2,0.010777,0.0,0.010254,0.010777,0.00564
179,40826675,Artificial Intelligence,agi eventually comes openai starting doubt,nmf,2,0.010877,0.003855,0.007767,0.010877,0.008195
180,40819879,Artificial Intelligence,openai track shipping,nmf,2,0.009949,0.0,0.006262,0.009949,0.005936
181,40807483,Artificial Intelligence,soon does require openai good,nmf,2,0.019915,0.00294,0.018,0.019915,0.017146
182,40806902,Artificial Intelligence,presumably anthropic claude openai gpt google deepmind gemini,nmf,2,0.00839,0.0,0.006248,0.00839,0.005053
183,40802916,Artificial Intelligence,update 5k requests minute openai right,nmf,2,0.020992,0.00584,0.01398,0.020992,0.00935
184,40795462,Artificial Intelligence,openai got exposure did meta ask return,nmf,2,0.01611,0.0,0.012089,0.01611,0.011519
185,40777981,Artificial Intelligence,openai transformation research lab typical product company complete,nmf,1,0.009541,0.00501,0.009541,0.006559,0.004657
186,40755392,Artificial Intelligence,ai artificial yes intelligence hell,nmf,1,0.043428,0.003894,0.043428,0.008736,0.0
187,39924872,Artificial Intelligence,official term ai 2 0 double artificial zero intelligence,nmf,1,0.037401,0.001022,0.037401,0.001107,0.001387
188,39904589,Artificial Intelligence,just openai reconfirming commitment closed artificial intelligence,nmf,1,0.022949,0.004644,0.022949,0.009161,0.011287
189,40732238,Artificial Intelligence,worked machine learning got rebranded ai,nmf,1,0.307533,0.0,0.307533,0.0,0.0
190,40690548,Artificial Intelligence,great target machine learning driven automation,nmf,1,0.226753,0.0,0.226753,0.0,0.0
191,40640302,Artificial Intelligence,love use machinelearning apple com ai apple com,nmf,1,0.020659,0.000727,0.020659,0.004458,0.002204
192,40614395,Artificial Intelligence,result machine learning,nmf,1,0.422955,0.0,0.422955,0.0,0.0
193,40612280,Artificial Intelligence,consider llms machine learning,nmf,1,0.221627,0.0,0.221627,0.0,0.0
194,40598145,Artificial Intelligence,necessarily machine learning make accidents faster,nmf,1,0.189431,0.0,0.189431,0.0,0.0
195,39881096,Artificial Intelligence,think good chance chatgpt,nmf,2,0.027542,0.006803,0.021892,0.027542,0.019908
196,39858199,Artificial Intelligence,maybe use chatgpt make make sense,nmf,2,0.017461,0.004292,0.013841,0.017461,0.010236
197,39850821,Artificial Intelligence,chatgpt better day trading probably,nmf,2,0.020185,0.001569,0.010967,0.020185,0.011755
198,39841862,Artificial Intelligence,copilot gpt 4 free,nmf,2,0.005944,0.0,0.001018,0.005944,7.9e-05
199,39834432,Artificial Intelligence,page reads like written chatgpt,nmf,1,0.022762,0.001607,0.022762,0.014076,0.011412
200,39834096,Artificial Intelligence,chatgpt puh leeze posts like,nmf,1,0.033583,0.002324,0.033583,0.019799,0.016656
201,39834089,Artificial Intelligence,aware chatgpt4 json mode,nmf,1,0.00429,0.0,0.00429,0.002306,0.000383
202,39878089,Artificial Intelligence,agree openai tarpit project years,nmf,3,0.020921,0.002007,0.004863,0.008711,0.020921
203,39875323,Artificial Intelligence,thought openai huge stickler office work,nmf,1,0.009523,0.0,0.009523,0.009467,0.006048
204,39874312,Artificial Intelligence,doesn fine tuning models gpt 4 output violate openai terms service,nmf,1,0.020979,0.002482,0.020979,0.007506,0.007378
205,39867755,Artificial Intelligence,openai tts competitively priced 15 1m chars,nmf,3,0.02128,0.0,0.008201,0.010763,0.02128
206,39847676,Artificial Intelligence,probably openai running azure convoluted,nmf,2,0.010655,0.000573,0.007431,0.010655,0.009503
207,39825078,Artificial Intelligence,openai lured away google way higher pay,nmf,2,0.008742,0.001315,0.005386,0.008742,0.005161
208,39594291,Artificial Intelligence,machine learning artificial intelligence just look wikipedia,nmf,1,0.176041,0.004388,0.176041,0.000419,0.0
209,38830941,Artificial Intelligence,ai broad definition,nmf,1,0.060587,0.002141,0.060587,0.002364,0.0
210,39304797,Artificial Intelligence,small llm small large language model lol,nmf,1,0.011488,0.000491,0.011488,0.000811,0.007819
211,39865855,Artificial Intelligence,look forward inevitable probabilistic sub bit machine learning models,nmf,1,0.168676,0.0,0.168676,0.0,0.0
212,39674036,Artificial Intelligence,machine learning models convolutions mark words,nmf,1,0.243016,0.0,0.243016,0.0,0.0
213,39638352,Artificial Intelligence,river online machine learning python,nmf,1,0.220743,0.0,0.220743,0.0,0.0
214,39599865,Artificial Intelligence,machine learning subset ai,nmf,1,0.286234,0.0,0.286234,0.0,0.0
215,38824639,Artificial Intelligence,topic control chatgpt like models explained,nmf,1,0.046407,0.001727,0.046407,0.016233,0.014174
216,38822744,Artificial Intelligence,mark did good video chatgpt infra 1,nmf,2,0.021934,0.003156,0.019557,0.021934,0.01088
217,38822261,Artificial Intelligence,chatgpt3 5 good enought context query,nmf,1,0.01099,0.004459,0.01099,0.006575,0.006776
218,38822215,Artificial Intelligence,article reads like written chatgpt,nmf,1,0.024307,0.0057,0.024307,0.014436,0.011866
219,38820491,Artificial Intelligence,chatgpt nice 5x speedup,nmf,2,0.02145,0.0,0.013956,0.02145,0.007335
220,38801459,Artificial Intelligence,building lol tiktok just got caught stealing chatgpt,nmf,1,0.026801,0.004363,0.026801,0.016541,0.024172
221,38801350,Artificial Intelligence,comment generated chatgpt,nmf,1,0.01067,0.0,0.01067,0.010667,0.005459
222,38799059,Artificial Intelligence,finding information perplexity better chatgpt,nmf,2,0.01977,0.001077,0.011558,0.01977,0.012356
223,38815248,Artificial Intelligence,isn openai distributing content apps,nmf,2,0.014803,0.004942,0.008869,0.014803,0.007675
224,38785119,Artificial Intelligence,json mode function calling json schema openai api,nmf,1,0.008677,0.0,0.008677,0.008543,0.00364
225,38782171,Artificial Intelligence,significant differences attribution snippetting openai probably claim,nmf,2,0.008822,0.000598,0.007271,0.008822,0.006162
226,38773902,Artificial Intelligence,new click bait openai negativity,nmf,2,0.022285,0.0,0.010153,0.022285,0.014383
227,38761563,Artificial Intelligence,wow late join openai,nmf,2,0.010393,0.00284,0.005812,0.010393,0.006105
228,38754452,Artificial Intelligence,people finally realize openai privacy nightmare,nmf,2,0.011249,0.003148,0.010364,0.011249,0.00939
229,38317215,Artificial Intelligence,openai non profit artificial intelligence research company noreferrer,nmf,1,0.010015,0.004165,0.010015,0.006921,0.004032
230,38657666,Artificial Intelligence,large language models referred gpt models lol,nmf,1,0.025354,0.0,0.025354,0.001302,0.008954
231,38481360,Artificial Intelligence,turn large language model llm weights executables,nmf,1,0.016897,0.000762,0.016897,0.0,0.0001
